period_start,admin1_region,admin2_zone,admin3_woreda,location_id,afp_cases,under15_afp_cases,under_vaccinated_afp_cases,adequate_stool_count,adequate_stool_rate,timely_notification_rate,timely_investigation_rate,timely_lab_result_rate,median_notification_delay_days,median_investigation_delay_days,median_lab_result_delay_days,np_afp_count,lab_negative_count,npent_count,suspected_poliovirus_lab_result_count,explicit_polio_positive_lab_result_count,afp_surveillance_quality_score,polio_surveillance_risk_score,risk_bucket
2025-12-01,Amhara,South Gonder,Dera,ETH:e931a65f8511,2,2,0,2,1.0,0.5,1.0,1.0,4.5,1.0,11.0,2,2,0,0,0,80.0,6.13,low
2025-12-01,Oromia,Shagar City,Melka Nonno,ETH:75b508cfcb66,1,1,0,1,1.0,0.0,1.0,1.0,10.0,0.0,12.0,1,1,0,0,0,70.0,6.01,low
2025-12-01,Central Ethiopia,Siliti,West azernet,ETH:bbaca657e811,1,1,0,1,1.0,0.0,1.0,0.0,9.0,0.0,15.0,1,1,0,0,0,55.0,5.54,low
2025-12-01,Amhara,South Gonder,Libo kemkem,ETH:703a9213f112,1,1,0,1,1.0,0.0,1.0,1.0,9.0,0.0,12.0,1,1,0,0,0,70.0,5.3,low
2025-12-01,Sidama,North Sidama,Hawella,ETH:de69ba18bb2f,1,1,0,1,1.0,1.0,0.0,1.0,2.0,4.0,11.0,1,1,0,0,0,70.0,5.3,low
2025-12-01,Amhara,South Wolo,Tehuledere,ETH:883d6c4c4280,1,1,0,1,1.0,1.0,1.0,0.0,3.0,1.0,19.0,1,1,0,0,0,75.0,5.06,low
2025-12-01,Amhara,West Gondar,Metema,ETH:ET031213,1,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,18.0,1,1,0,0,0,75.0,4.82,low
2025-12-01,Oromia,Buno Bedele,Dedesa,ETH:ET041608,1,1,0,1,1.0,0.0,0.0,0.0,,,18.0,1,1,0,0,0,35.0,4.82,low
2025-12-01,Amhara,Awi,Fagita Lekoma,ETH:6e8cca7e8cbd,1,1,0,1,1.0,0.0,1.0,1.0,8.0,1.0,13.0,1,1,0,0,0,70.0,4.58,low
2025-12-01,Oromia,East Hararge,Melka Belo,ETH:9db72a299e0c,1,1,0,1,1.0,0.0,0.0,0.0,,,17.0,1,1,0,0,0,35.0,4.58,low
2025-12-01,Amhara,West Gondar,West arimachiho,ETH:25d36f55accd,1,1,0,1,1.0,1.0,1.0,0.0,4.0,2.0,16.0,1,1,0,0,0,75.0,4.34,low
2025-12-01,Amhara,East Gojjam,Motta,ETH:3f6cb62bb4bc,1,1,0,1,1.0,1.0,1.0,0.0,2.0,0.0,16.0,1,1,0,0,0,75.0,4.34,low
2025-12-01,South West Ethiopia,Konta,Ameya City Adiministration,ETH:cf520f793a69,1,1,0,1,1.0,1.0,1.0,0.0,2.0,1.0,16.0,1,1,0,0,0,75.0,4.34,low
2025-12-01,Sidama,East Sidama,Hoko,ETH:30d65da00e5e,1,1,0,1,1.0,0.0,0.0,0.0,,,15.0,1,1,0,0,0,35.0,4.11,low
2025-12-01,Oromia,Borena,Elwaye,ETH:4278fdea0a08,1,1,0,1,1.0,1.0,0.0,0.0,7.0,-1.0,15.0,1,1,0,0,0,55.0,4.11,low
2025-12-01,Amhara,East Gojjam,Hulteeju enesie,ETH:4ea71e18c898,1,1,0,1,1.0,1.0,1.0,0.0,2.0,0.0,15.0,1,0,1,0,0,75.0,4.11,low
2025-12-01,Sidama,East Sidama,Bona Zuria,ETH:b2f43671815b,1,1,0,1,1.0,0.0,0.0,0.0,,,15.0,1,0,1,0,0,35.0,4.11,low
2025-12-01,Tigray,North Western,Laelay Adiabo,ETH:c37e9708e47b,1,1,0,1,1.0,1.0,1.0,0.0,5.0,0.0,15.0,1,1,0,0,0,75.0,4.11,low
2025-12-01,Sidama,East Sidama,Bensa,ETH:d032c6f6f367,1,1,0,1,1.0,1.0,1.0,0.0,3.0,0.0,15.0,1,1,0,0,0,75.0,4.11,low
2025-12-01,Oromia,East Borena,Liban,ETH:d0af0a285af6,1,1,0,1,1.0,0.0,0.0,0.0,,,15.0,1,1,0,0,0,35.0,4.11,low
2025-12-01,Oromia,West Wellega,Bodji Dirmaji,ETH:103a2f5ca671,1,1,0,1,1.0,1.0,1.0,1.0,2.0,1.0,11.0,1,1,0,0,0,90.0,3.87,low
2025-12-01,Central Ethiopia,Hadiya,East Badewacho,ETH:25db93d79901,1,1,0,1,1.0,1.0,1.0,1.0,0.0,0.0,12.0,1,1,0,0,0,90.0,3.87,low
2025-12-01,Oromia,Borena,Moyalee,ETH:2fc744ae5da1,1,1,0,1,1.0,1.0,1.0,1.0,4.0,1.0,12.0,1,1,0,0,0,90.0,3.87,low
2025-12-01,Tigray,Central Tigray,Naeder,ETH:445ff51cfd7f,1,1,0,1,1.0,1.0,1.0,1.0,2.0,1.0,14.0,1,1,0,0,0,90.0,3.87,low
2025-12-01,Oromia,East Hararge,Haromaya,ETH:4604b9aafee8,1,1,0,1,1.0,1.0,0.0,1.0,5.0,-3.0,12.0,1,1,0,0,0,70.0,3.87,low
2025-12-01,Sidama,North Sidama,Gorche,ETH:47372f770d78,1,1,0,1,1.0,0.0,0.0,1.0,,,13.0,1,1,0,0,0,50.0,3.87,low
2025-12-01,Oromia,East Wellega,Wayu Tuqa,ETH:4a7a9b70ccf8,1,1,0,1,1.0,0.0,0.0,1.0,,,14.0,1,1,0,0,0,50.0,3.87,low
2025-12-01,Oromia,KELEM,Lalo Kile,ETH:505706c9acae,1,1,0,1,1.0,1.0,1.0,1.0,2.0,0.0,11.0,1,1,0,0,0,90.0,3.87,low
2025-12-01,Somali,DAWA,Moyale,ETH:684eceef135f,1,0,0,1,1.0,1.0,1.0,1.0,1.0,0.0,11.0,1,1,0,0,0,90.0,3.87,low
2025-12-01,Amhara,Central Gondar,Lay Armachiho,ETH:7420d2c9e571,1,1,0,1,1.0,1.0,1.0,1.0,3.0,0.0,12.0,1,1,0,0,0,90.0,3.87,low
2025-12-01,Oromia,Woliso Town,Woliso Town,ETH:808ac43b13f4,1,1,0,1,1.0,1.0,0.0,1.0,7.0,-1.0,11.0,1,1,0,0,0,70.0,3.87,low
2025-12-01,Central Ethiopia,Kebena Special,Kebena Special Woreda,ETH:8ad4036222ac,1,1,0,1,1.0,1.0,0.0,1.0,2.0,-1.0,12.0,1,1,0,0,0,70.0,3.87,low
2025-12-01,Oromia,East Wellega,Boneya Boshe,ETH:ET040205,1,1,0,1,1.0,1.0,1.0,1.0,3.0,0.0,10.0,1,1,0,0,0,90.0,3.87,low
2025-12-01,Oromia,Borena,Miyo,ETH:ET041216,1,1,0,1,1.0,1.0,1.0,1.0,7.0,1.0,12.0,1,1,0,0,0,90.0,3.87,low
2025-12-01,Somali,Korahe,Shilabo,ETH:ET050503,1,1,0,1,1.0,1.0,1.0,1.0,4.0,1.0,14.0,1,1,0,0,0,90.0,3.87,low
2025-12-01,Benishangul Gumuz,Assosa,Sherkole,ETH:ET060304,1,1,0,1,1.0,0.0,0.0,1.0,,,12.0,1,1,0,0,0,50.0,3.87,low
2025-12-01,Oromia,Arsi,DEKSIS,ETH:a174dd07a002,1,1,0,1,1.0,1.0,1.0,1.0,4.0,0.0,12.0,1,1,0,0,0,90.0,3.87,low
2025-12-01,Oromia,Bale,Dellomennaa,ETH:a51b04736859,1,1,0,1,1.0,1.0,1.0,1.0,3.0,2.0,14.0,1,1,0,0,0,90.0,3.87,low
2025-12-01,Central Ethiopia,Guraghie,Enor enor meger,ETH:bcc658d42e5f,1,1,0,1,1.0,0.0,0.0,1.0,,,12.0,1,1,0,0,0,50.0,3.87,low
2025-12-01,Dire Dawa,Dire Dawa,Dire Dawa Operational Woreda,ETH:c5f93dad7829,1,1,0,1,1.0,1.0,1.0,1.0,2.0,0.0,12.0,1,1,0,0,0,90.0,3.87,low
2025-12-01,Addis Ababa,Bole,Bole,ETH:c97512535541,1,1,0,1,1.0,1.0,1.0,1.0,1.0,0.0,11.0,1,1,0,0,0,90.0,3.87,low
2025-12-01,Somali,ERAR,Salahad,ETH:cf6e8242bfde,1,1,0,1,1.0,0.0,0.0,1.0,,,10.0,1,1,0,0,0,50.0,3.87,low
2025-12-01,Oromia,Ilu Aba Bora,Allee,ETH:d85588c4cba4,1,1,0,1,1.0,1.0,1.0,1.0,2.0,1.0,12.0,1,1,0,0,0,90.0,3.87,low
2025-12-01,Amhara,South Wolo,Dessiezuria,ETH:eea7d35c3c10,1,1,0,1,1.0,1.0,1.0,1.0,4.0,0.0,11.0,1,1,0,0,0,90.0,3.87,low
2025-12-01,Amhara,East Gojjam,Mesikan,ETH:fb4ceb0edfab,1,1,0,1,1.0,1.0,1.0,1.0,1.0,0.0,14.0,1,0,1,0,0,90.0,3.87,low
